STUDY_ID	SAMPLE_ID	ERBB2
acc_tcga	TCGA-OR-A5J1-01	0
acc_tcga	TCGA-OR-A5J2-01	0
acc_tcga	TCGA-OR-A5J3-01	0
acc_tcga	TCGA-OR-A5J4-01	-2
acc_tcga	TCGA-OR-A5J5-01	0
acc_tcga	TCGA-OR-A5J6-01	0
acc_tcga	TCGA-OR-A5J7-01	-1
acc_tcga	TCGA-OR-A5J8-01	1
acc_tcga	TCGA-OR-A5J9-01	0
acc_tcga	TCGA-OR-A5JA-01	-1
acc_tcga	TCGA-OR-A5JB-01	0
acc_tcga	TCGA-OR-A5JC-01	-1
acc_tcga	TCGA-OR-A5JD-01	0
acc_tcga	TCGA-OR-A5JE-01	0
acc_tcga	TCGA-OR-A5JF-01	0
acc_tcga	TCGA-OR-A5JG-01	-1
acc_tcga	TCGA-OR-A5JI-01	0
acc_tcga	TCGA-OR-A5JJ-01	0
acc_tcga	TCGA-OR-A5JK-01	-1
acc_tcga	TCGA-OR-A5JL-01	0
acc_tcga	TCGA-OR-A5JM-01	1
acc_tcga	TCGA-OR-A5JO-01	0
acc_tcga	TCGA-OR-A5JP-01	-1
acc_tcga	TCGA-OR-A5JQ-01	1
acc_tcga	TCGA-OR-A5JR-01	0
acc_tcga	TCGA-OR-A5JS-01	-1
acc_tcga	TCGA-OR-A5JT-01	0
acc_tcga	TCGA-OR-A5JV-01	-1
acc_tcga	TCGA-OR-A5JW-01	-1
acc_tcga	TCGA-OR-A5JX-01	0
acc_tcga	TCGA-OR-A5JY-01	0
acc_tcga	TCGA-OR-A5JZ-01	0
acc_tcga	TCGA-OR-A5K0-01	0
acc_tcga	TCGA-OR-A5K1-01	0
acc_tcga	TCGA-OR-A5K2-01	-1
acc_tcga	TCGA-OR-A5K3-01	0
acc_tcga	TCGA-OR-A5K4-01	0
acc_tcga	TCGA-OR-A5K5-01	0
acc_tcga	TCGA-OR-A5K6-01	0
acc_tcga	TCGA-OR-A5K8-01	0
acc_tcga	TCGA-OR-A5K9-01	-1
acc_tcga	TCGA-OR-A5KO-01	0
acc_tcga	TCGA-OR-A5KT-01	0
acc_tcga	TCGA-OR-A5KU-01	0
acc_tcga	TCGA-OR-A5KV-01	0
acc_tcga	TCGA-OR-A5KW-01	0
acc_tcga	TCGA-OR-A5KX-01	0
acc_tcga	TCGA-OR-A5KY-01	-2
acc_tcga	TCGA-OR-A5KZ-01	0
acc_tcga	TCGA-OR-A5L3-01	0
acc_tcga	TCGA-OR-A5L4-01	0
acc_tcga	TCGA-OR-A5L5-01	0
acc_tcga	TCGA-OR-A5L6-01	-1
acc_tcga	TCGA-OR-A5L8-01	0
acc_tcga	TCGA-OR-A5L9-01	0
acc_tcga	TCGA-OR-A5LA-01	0
acc_tcga	TCGA-OR-A5LB-01	0
acc_tcga	TCGA-OR-A5LC-01	-1
acc_tcga	TCGA-OR-A5LD-01	-1
acc_tcga	TCGA-OR-A5LE-01	-1
acc_tcga	TCGA-OR-A5LG-01	-1
acc_tcga	TCGA-OR-A5LH-01	0
acc_tcga	TCGA-OR-A5LJ-01	0
acc_tcga	TCGA-OR-A5LK-01	0
acc_tcga	TCGA-OR-A5LL-01	0
acc_tcga	TCGA-OR-A5LM-01	-1
acc_tcga	TCGA-OR-A5LN-01	0
acc_tcga	TCGA-OR-A5LO-01	-2
acc_tcga	TCGA-OR-A5LP-01	0
acc_tcga	TCGA-OR-A5LR-01	0
acc_tcga	TCGA-OR-A5LS-01	-1
acc_tcga	TCGA-OR-A5LT-01	1
acc_tcga	TCGA-OU-A5PI-01	-1
acc_tcga	TCGA-P6-A5OF-01	NA
acc_tcga	TCGA-P6-A5OG-01	-1
acc_tcga	TCGA-PA-A5YG-01	0
acc_tcga	TCGA-PK-A5H8-01	NA
acc_tcga	TCGA-PK-A5H9-01	0
acc_tcga	TCGA-PK-A5HA-01	-1
acc_tcga	TCGA-PK-A5HB-01	-1
acc_tcga	TCGA-OR-A5JH-01	1
acc_tcga	TCGA-OR-A5JU-01	0
acc_tcga	TCGA-OR-A5KB-01	0
acc_tcga	TCGA-OR-A5KP-01	-1
acc_tcga	TCGA-OR-A5KQ-01	0
acc_tcga	TCGA-OR-A5KS-01	0
acc_tcga	TCGA-OR-A5L1-01	0
acc_tcga	TCGA-OR-A5L2-01	1
acc_tcga	TCGA-OR-A5LF-01	0
acc_tcga	TCGA-OR-A5LI-01	1
acc_tcga	TCGA-P6-A5OH-01	-1
acc_tcga	TCGA-PK-A5HC-01	0
blca_tcga	TCGA-BL-A13I-01	0
blca_tcga	TCGA-CF-A1HR-01	1
blca_tcga	TCGA-CF-A1HS-01	-1
blca_tcga	TCGA-DK-A1A3-01	0
blca_tcga	TCGA-DK-A1A5-01	2
blca_tcga	TCGA-DK-A1A6-01	2
blca_tcga	TCGA-DK-A1A7-01	1
blca_tcga	TCGA-DK-A1AA-01	0
blca_tcga	TCGA-DK-A1AB-01	0
blca_tcga	TCGA-DK-A1AC-01	0
blca_tcga	TCGA-DK-A1AD-01	1
blca_tcga	TCGA-DK-A1AE-01	0
blca_tcga	TCGA-DK-A1AF-01	0
blca_tcga	TCGA-DK-A1AG-01	0
blca_tcga	TCGA-BT-A20J-01	0
blca_tcga	TCGA-BT-A20N-01	-1
blca_tcga	TCGA-BT-A20O-01	1
blca_tcga	TCGA-BT-A20P-01	1
blca_tcga	TCGA-BT-A20Q-01	1
blca_tcga	TCGA-BT-A20T-01	0
blca_tcga	TCGA-BT-A20U-01	1
blca_tcga	TCGA-BT-A20V-01	0
blca_tcga	TCGA-BT-A20W-01	1
blca_tcga	TCGA-BT-A20R-01	1
blca_tcga	TCGA-BT-A20X-01	1
blca_tcga	TCGA-CF-A27C-01	0
blca_tcga	TCGA-DK-A2I1-01	1
blca_tcga	TCGA-DK-A2I2-01	1
blca_tcga	TCGA-G2-A2EC-01	NA
blca_tcga	TCGA-G2-A2EJ-01	0
blca_tcga	TCGA-G2-A2EO-01	0
blca_tcga	TCGA-G2-A2ES-01	0
blca_tcga	TCGA-GD-A2C5-01	-1
blca_tcga	TCGA-H4-A2HO-01	2
blca_tcga	TCGA-H4-A2HQ-01	1
blca_tcga	TCGA-BT-A2LA-01	-1
blca_tcga	TCGA-BT-A2LB-01	0
blca_tcga	TCGA-DK-A2HX-01	0
blca_tcga	TCGA-DK-A2I6-01	2
blca_tcga	TCGA-G2-A2EF-01	0
blca_tcga	TCGA-G2-A2EK-01	0
blca_tcga	TCGA-G2-A2EL-01	0
blca_tcga	TCGA-E5-A2PC-01	1
blca_tcga	TCGA-FD-A3B3-01	0
blca_tcga	TCGA-FD-A3B4-01	0
blca_tcga	TCGA-FT-A3EE-01	1
blca_tcga	TCGA-HQ-A2OE-01	1
blca_tcga	TCGA-BT-A2LD-01	1
blca_tcga	TCGA-CF-A3MG-01	1
blca_tcga	TCGA-CF-A3MH-01	0
blca_tcga	TCGA-CF-A3MI-01	1
blca_tcga	TCGA-DK-A3IL-01	0
blca_tcga	TCGA-DK-A3IM-01	1
blca_tcga	TCGA-DK-A3IN-01	-1
blca_tcga	TCGA-DK-A3IQ-01	0
blca_tcga	TCGA-DK-A3IT-01	-1
blca_tcga	TCGA-DK-A3IU-01	0
blca_tcga	TCGA-FD-A3B5-01	1
blca_tcga	TCGA-FD-A3B6-01	1
blca_tcga	TCGA-FD-A3B7-01	1
blca_tcga	TCGA-FD-A3B8-01	0
blca_tcga	TCGA-G2-A3IB-01	0
blca_tcga	TCGA-G2-A3IE-01	1
blca_tcga	TCGA-GC-A3I6-01	0
blca_tcga	TCGA-GV-A3JW-01	-1
blca_tcga	TCGA-GV-A3JX-01	0
blca_tcga	TCGA-BL-A3JM-01	1
blca_tcga	TCGA-CF-A3MF-01	1
blca_tcga	TCGA-CU-A3KJ-01	0
blca_tcga	TCGA-DK-A2I4-01	0
blca_tcga	TCGA-DK-A3IK-01	0
blca_tcga	TCGA-DK-A3IS-01	1
blca_tcga	TCGA-DK-A3IV-01	0
blca_tcga	TCGA-FD-A3N5-01	0
blca_tcga	TCGA-FD-A3N6-01	0
blca_tcga	TCGA-FD-A3NA-01	1
blca_tcga	TCGA-GV-A3JZ-01	2
blca_tcga	TCGA-BT-A3PH-01	0
blca_tcga	TCGA-BT-A3PJ-01	0
blca_tcga	TCGA-BT-A3PK-01	2
blca_tcga	TCGA-GC-A3RB-01	0
blca_tcga	TCGA-GD-A3OP-01	1
blca_tcga	TCGA-GD-A3OQ-01	0
blca_tcga	TCGA-GD-A3OS-01	0
blca_tcga	TCGA-GV-A3JV-01	1
blca_tcga	TCGA-GV-A3QG-01	0
blca_tcga	TCGA-GV-A3QH-01	2
blca_tcga	TCGA-GV-A3QI-01	1
blca_tcga	TCGA-CU-A3QU-01	0
blca_tcga	TCGA-CU-A3YL-01	1
blca_tcga	TCGA-DK-A3WX-01	0
blca_tcga	TCGA-DK-A3WY-01	0
blca_tcga	TCGA-DK-A3X1-01	1
blca_tcga	TCGA-DK-A3X2-01	1
blca_tcga	TCGA-E7-A3X6-01	0
blca_tcga	TCGA-E7-A3Y1-01	0
blca_tcga	TCGA-FD-A3SJ-01	1
blca_tcga	TCGA-FD-A3SL-01	0
blca_tcga	TCGA-FD-A3SM-01	0
blca_tcga	TCGA-FD-A3SN-01	-1
blca_tcga	TCGA-FD-A3SO-01	0
blca_tcga	TCGA-FD-A3SP-01	1
blca_tcga	TCGA-FD-A3SQ-01	1
blca_tcga	TCGA-FD-A3SR-01	0
blca_tcga	TCGA-FD-A3SS-01	-1
blca_tcga	TCGA-G2-A3VY-01	0
blca_tcga	TCGA-GC-A3BM-01	1
blca_tcga	TCGA-GC-A3OO-01	0
blca_tcga	TCGA-GC-A3RC-01	0
blca_tcga	TCGA-GC-A3RD-01	0
blca_tcga	TCGA-GC-A3WC-01	0
blca_tcga	TCGA-GV-A3QF-01	1
blca_tcga	TCGA-K4-A3WS-01	0
blca_tcga	TCGA-K4-A3WV-01	1
blca_tcga	TCGA-BT-A42B-01	0
blca_tcga	TCGA-BT-A42C-01	1
blca_tcga	TCGA-DK-A3WW-01	0
blca_tcga	TCGA-FJ-A3Z7-01	1
blca_tcga	TCGA-FJ-A3ZE-01	-1
blca_tcga	TCGA-FJ-A3ZF-01	0
blca_tcga	TCGA-GC-A3YS-01	-1
blca_tcga	TCGA-GU-A42R-01	1
blca_tcga	TCGA-GV-A3QK-01	1
blca_tcga	TCGA-GV-A40E-01	1
blca_tcga	TCGA-GV-A40G-01	1
blca_tcga	TCGA-K4-A3WU-01	1
blca_tcga	TCGA-BT-A42E-01	0
blca_tcga	TCGA-BT-A42F-01	0
blca_tcga	TCGA-CF-A47S-01	0
blca_tcga	TCGA-CF-A47T-01	0
blca_tcga	TCGA-CF-A47V-01	0
blca_tcga	TCGA-CF-A47W-01	0
blca_tcga	TCGA-CF-A47X-01	1
blca_tcga	TCGA-CF-A47Y-01	0
blca_tcga	TCGA-FD-A43N-01	0
blca_tcga	TCGA-FD-A43P-01	1
blca_tcga	TCGA-FD-A43S-01	0
blca_tcga	TCGA-FD-A43U-01	1
blca_tcga	TCGA-FD-A43X-01	1
blca_tcga	TCGA-GU-A42P-01	2
blca_tcga	TCGA-GU-A42Q-01	0
blca_tcga	TCGA-E7-A4IJ-01	1
blca_tcga	TCGA-E7-A4XJ-01	0
blca_tcga	TCGA-E7-A519-01	0
blca_tcga	TCGA-E7-A541-01	1
blca_tcga	TCGA-FD-A43Y-01	0
blca_tcga	TCGA-FD-A5BR-01	1
blca_tcga	TCGA-FD-A5BS-01	0
blca_tcga	TCGA-FD-A5BT-01	0
blca_tcga	TCGA-FD-A5BU-01	0
blca_tcga	TCGA-FD-A5BV-01	1
blca_tcga	TCGA-FD-A5BX-01	0
blca_tcga	TCGA-FJ-A3Z9-01	0
blca_tcga	TCGA-GC-A4ZW-01	1
blca_tcga	TCGA-HQ-A2OF-01	2
blca_tcga	TCGA-HQ-A5ND-01	1
blca_tcga	TCGA-K4-A4AC-01	0
blca_tcga	TCGA-K4-A54R-01	0
blca_tcga	TCGA-MV-A51V-01	1
blca_tcga	TCGA-CF-A5U8-01	0
blca_tcga	TCGA-CF-A5UA-01	0
blca_tcga	TCGA-CU-A5W6-01	2
blca_tcga	TCGA-E7-A5KE-01	1
blca_tcga	TCGA-E7-A5KF-01	0
blca_tcga	TCGA-FD-A5BY-01	0
blca_tcga	TCGA-FD-A5BZ-01	0
blca_tcga	TCGA-FD-A5C0-01	0
blca_tcga	TCGA-FD-A5C1-01	1
blca_tcga	TCGA-HQ-A5NE-01	1
blca_tcga	TCGA-K4-A4AB-01	0
blca_tcga	TCGA-K4-A5RI-01	1
blca_tcga	TCGA-K4-A5RJ-01	0
blca_tcga	TCGA-LT-A5Z6-01	0
blca_tcga	TCGA-BL-A5ZZ-01	1
blca_tcga	TCGA-DK-A6AV-01	-1
blca_tcga	TCGA-DK-A6AW-01	0
blca_tcga	TCGA-DK-A6B1-01	1
blca_tcga	TCGA-DK-A6B2-01	0
blca_tcga	TCGA-DK-A6B6-01	1
blca_tcga	TCGA-E7-A677-01	1
blca_tcga	TCGA-E7-A678-01	0
blca_tcga	TCGA-FD-A62N-01	0
blca_tcga	TCGA-FD-A62O-01	1
blca_tcga	TCGA-FD-A62P-01	0
blca_tcga	TCGA-FD-A62S-01	-1
blca_tcga	TCGA-FT-A61P-01	0
blca_tcga	TCGA-K4-A5RH-01	-1
blca_tcga	TCGA-LC-A66R-01	0
blca_tcga	TCGA-R3-A69X-01	1
blca_tcga	TCGA-DK-A6B0-01	0
blca_tcga	TCGA-DK-A6B5-01	0
blca_tcga	TCGA-E5-A4TZ-01	1
blca_tcga	TCGA-E5-A4U1-01	0
blca_tcga	TCGA-GC-A6I1-01	0
blca_tcga	TCGA-GC-A6I3-01	0
blca_tcga	TCGA-GD-A6C6-01	0
blca_tcga	TCGA-K4-A6FZ-01	1
blca_tcga	TCGA-K4-A6MB-01	0
blca_tcga	TCGA-PQ-A6FI-01	1
blca_tcga	TCGA-PQ-A6FN-01	-1
blca_tcga	TCGA-S5-A6DX-01	1
blca_tcga	TCGA-E7-A6ME-01	1
blca_tcga	TCGA-E7-A6MF-01	0
blca_tcga	TCGA-E7-A7DU-01	0
blca_tcga	TCGA-FD-A6TF-01	1
blca_tcga	TCGA-FD-A6TG-01	0
blca_tcga	TCGA-FD-A6TH-01	1
blca_tcga	TCGA-FD-A6TI-01	0
blca_tcga	TCGA-GD-A76B-01	1
blca_tcga	TCGA-GU-A763-01	0
blca_tcga	TCGA-GU-A766-01	0
blca_tcga	TCGA-GU-A767-01	1
blca_tcga	TCGA-CU-A72E-01	0
blca_tcga	TCGA-E7-A7DV-01	0
blca_tcga	TCGA-FD-A6TA-01	1
blca_tcga	TCGA-FD-A6TB-01	1
blca_tcga	TCGA-FD-A6TC-01	2
blca_tcga	TCGA-FD-A6TD-01	2
blca_tcga	TCGA-FD-A6TE-01	1
blca_tcga	TCGA-FD-A6TK-01	0
blca_tcga	TCGA-GU-A762-01	0
blca_tcga	TCGA-GV-A6ZA-01	0
blca_tcga	TCGA-KQ-A41N-01	0
blca_tcga	TCGA-KQ-A41P-01	0
blca_tcga	TCGA-KQ-A41Q-01	1
blca_tcga	TCGA-KQ-A41S-01	1
blca_tcga	TCGA-UY-A78K-01	0
blca_tcga	TCGA-UY-A78L-01	-1
blca_tcga	TCGA-UY-A78N-01	1
blca_tcga	TCGA-UY-A78O-01	1
blca_tcga	TCGA-CF-A7I0-01	0
blca_tcga	TCGA-E7-A6MD-01	0
blca_tcga	TCGA-E7-A7PW-01	2
blca_tcga	TCGA-E7-A7XN-01	0
blca_tcga	TCGA-E7-A85H-01	1
blca_tcga	TCGA-FJ-A871-01	0
blca_tcga	TCGA-GU-A764-01	0
blca_tcga	TCGA-K4-A83P-01	0
blca_tcga	TCGA-KQ-A41O-01	0
blca_tcga	TCGA-KQ-A41R-01	0
blca_tcga	TCGA-UY-A78M-01	0
blca_tcga	TCGA-CF-A8HX-01	0
blca_tcga	TCGA-CF-A8HY-01	1
blca_tcga	TCGA-E7-A8O7-01	0
blca_tcga	TCGA-E7-A8O8-01	NA
blca_tcga	TCGA-LT-A8JT-01	0
blca_tcga	TCGA-UY-A78P-01	0
blca_tcga	TCGA-UY-A8OC-01	1
blca_tcga	TCGA-UY-A8OD-01	2
blca_tcga	TCGA-XF-A8HB-01	0
blca_tcga	TCGA-XF-A8HC-01	1
blca_tcga	TCGA-XF-A8HD-01	1
blca_tcga	TCGA-XF-A8HE-01	0
blca_tcga	TCGA-XF-A8HF-01	1
blca_tcga	TCGA-XF-A8HG-01	1
blca_tcga	TCGA-YC-A89H-01	0
blca_tcga	TCGA-2F-A9KO-01	0
blca_tcga	TCGA-2F-A9KP-01	2
blca_tcga	TCGA-2F-A9KQ-01	0
blca_tcga	TCGA-2F-A9KR-01	0
blca_tcga	TCGA-2F-A9KT-01	0
blca_tcga	TCGA-2F-A9KW-01	0
blca_tcga	TCGA-CF-A9FF-01	0
blca_tcga	TCGA-CF-A9FH-01	1
blca_tcga	TCGA-CF-A9FL-01	0
blca_tcga	TCGA-CF-A9FM-01	0
blca_tcga	TCGA-E7-A97P-01	0
blca_tcga	TCGA-E7-A97Q-01	0
blca_tcga	TCGA-K4-AAQO-01	1
blca_tcga	TCGA-S5-AA26-01	0
blca_tcga	TCGA-SY-A9G0-01	-1
blca_tcga	TCGA-SY-A9G5-01	1
blca_tcga	TCGA-UY-A9PA-01	0
blca_tcga	TCGA-UY-A9PB-01	0
blca_tcga	TCGA-UY-A9PD-01	0
blca_tcga	TCGA-UY-A9PE-01	-1
blca_tcga	TCGA-UY-A9PF-01	-1
blca_tcga	TCGA-UY-A9PH-01	0
blca_tcga	TCGA-XF-A8HH-01	1
blca_tcga	TCGA-XF-A8HI-01	1
blca_tcga	TCGA-YC-A8S6-01	0
blca_tcga	TCGA-YF-AA3L-01	1
blca_tcga	TCGA-ZF-A9R0-01	0
blca_tcga	TCGA-ZF-A9R3-01	-1
blca_tcga	TCGA-ZF-A9R4-01	1
blca_tcga	TCGA-ZF-A9R7-01	0
blca_tcga	TCGA-ZF-A9R9-01	1
blca_tcga	TCGA-ZF-A9RC-01	1
blca_tcga	TCGA-ZF-A9RE-01	0
blca_tcga	TCGA-ZF-A9RF-01	0
blca_tcga	TCGA-ZF-A9RL-01	0
blca_tcga	TCGA-ZF-A9RM-01	1
blca_tcga	TCGA-ZF-AA4N-01	-1
blca_tcga	TCGA-ZF-AA4R-01	0
blca_tcga	TCGA-ZF-AA4T-01	2
blca_tcga	TCGA-ZF-AA4U-01	0
blca_tcga	TCGA-ZF-AA4V-01	1
blca_tcga	TCGA-ZF-AA4W-01	0
blca_tcga	TCGA-ZF-AA4X-01	1
blca_tcga	TCGA-4Z-AA7M-01	0
blca_tcga	TCGA-4Z-AA7N-01	0
blca_tcga	TCGA-4Z-AA7O-01	0
blca_tcga	TCGA-4Z-AA7Q-01	0
blca_tcga	TCGA-4Z-AA7R-01	1
blca_tcga	TCGA-4Z-AA7S-01	2
blca_tcga	TCGA-4Z-AA7W-01	0
blca_tcga	TCGA-4Z-AA7Y-01	0
blca_tcga	TCGA-4Z-AA80-01	1
blca_tcga	TCGA-4Z-AA81-01	1
blca_tcga	TCGA-4Z-AA82-01	-1
blca_tcga	TCGA-4Z-AA83-01	0
blca_tcga	TCGA-4Z-AA84-01	2
blca_tcga	TCGA-4Z-AA86-01	2
blca_tcga	TCGA-4Z-AA87-01	1
blca_tcga	TCGA-4Z-AA89-01	0
blca_tcga	TCGA-DK-AA6L-01	0
blca_tcga	TCGA-DK-AA6M-01	0
blca_tcga	TCGA-DK-AA6P-01	1
blca_tcga	TCGA-DK-AA6Q-01	0
blca_tcga	TCGA-DK-AA6S-01	1
blca_tcga	TCGA-DK-AA6T-01	0
blca_tcga	TCGA-DK-AA6U-01	1
blca_tcga	TCGA-DK-AA6W-01	0
blca_tcga	TCGA-DK-AA71-01	1
blca_tcga	TCGA-DK-AA74-01	0
blca_tcga	TCGA-DK-AA75-01	2
blca_tcga	TCGA-DK-AA76-01	-1
blca_tcga	TCGA-DK-AA77-01	0
blca_tcga	TCGA-G2-AA3B-01	1
blca_tcga	TCGA-G2-AA3C-01	0
blca_tcga	TCGA-G2-AA3D-01	1
blca_tcga	TCGA-GU-AATO-01	1
blca_tcga	TCGA-GU-AATP-01	2
blca_tcga	TCGA-GU-AATQ-01	1
blca_tcga	TCGA-XF-A9SH-01	0
blca_tcga	TCGA-XF-A9SI-01	0
blca_tcga	TCGA-XF-A9SJ-01	1
blca_tcga	TCGA-XF-A9SL-01	0
blca_tcga	TCGA-XF-A9SP-01	1
blca_tcga	TCGA-XF-A9SU-01	1
blca_tcga	TCGA-XF-A9SX-01	0
blca_tcga	TCGA-XF-A9SZ-01	0
blca_tcga	TCGA-XF-A9T0-01	1
blca_tcga	TCGA-XF-A9T4-01	0
blca_tcga	TCGA-XF-A9T8-01	0
blca_tcga	TCGA-YC-A9TC-01	0
blca_tcga	TCGA-ZF-A9R1-01	0
blca_tcga	TCGA-ZF-A9R2-01	0
blca_tcga	TCGA-ZF-AA51-01	0
blca_tcga	TCGA-ZF-AA52-01	1
blca_tcga	TCGA-ZF-AA53-01	0
blca_tcga	TCGA-ZF-AA54-01	0
blca_tcga	TCGA-ZF-AA56-01	1
blca_tcga	TCGA-ZF-AA5H-01	1
blca_tcga	TCGA-ZF-AA5P-01	0
blca_tcga	TCGA-5N-A9KI-01	0
blca_tcga	TCGA-5N-A9KM-01	1
blca_tcga	TCGA-DK-AA6R-01	0
blca_tcga	TCGA-DK-AA6X-01	1
blca_tcga	TCGA-G2-AA3F-01	1
blca_tcga	TCGA-UY-A8OB-01	1
blca_tcga	TCGA-XF-A9SG-01	1
blca_tcga	TCGA-XF-A9SK-01	1
blca_tcga	TCGA-XF-A9SM-01	0
blca_tcga	TCGA-XF-A9ST-01	0
blca_tcga	TCGA-XF-A9SV-01	0
blca_tcga	TCGA-XF-A9SW-01	0
blca_tcga	TCGA-XF-A9SY-01	0
blca_tcga	TCGA-XF-A9T2-01	0
blca_tcga	TCGA-XF-A9T3-01	0
blca_tcga	TCGA-XF-A9T5-01	0
blca_tcga	TCGA-XF-A9T6-01	0
blca_tcga	TCGA-XF-AAME-01	0
blca_tcga	TCGA-XF-AAMF-01	0
blca_tcga	TCGA-XF-AAMG-01	1
blca_tcga	TCGA-XF-AAMH-01	1
blca_tcga	TCGA-XF-AAMJ-01	-1
blca_tcga	TCGA-XF-AAML-01	1
blca_tcga	TCGA-XF-AAMQ-01	1
blca_tcga	TCGA-XF-AAMR-01	1
blca_tcga	TCGA-XF-AAMT-01	1
blca_tcga	TCGA-XF-AAMW-01	1
blca_tcga	TCGA-XF-AAMX-01	-1
blca_tcga	TCGA-XF-AAMY-01	0
blca_tcga	TCGA-XF-AAMZ-01	0
blca_tcga	TCGA-XF-AAN0-01	2
blca_tcga	TCGA-XF-AAN1-01	0
blca_tcga	TCGA-XF-AAN2-01	0
blca_tcga	TCGA-XF-AAN3-01	1
blca_tcga	TCGA-XF-AAN4-01	0
blca_tcga	TCGA-XF-AAN5-01	0
blca_tcga	TCGA-XF-AAN7-01	0
blca_tcga	TCGA-XF-AAN8-01	0
blca_tcga	TCGA-YF-AA3M-01	1
blca_tcga	TCGA-ZF-A9R5-01	0
blca_tcga	TCGA-ZF-A9RD-01	1
blca_tcga	TCGA-ZF-A9RG-01	0
blca_tcga	TCGA-ZF-A9RN-01	1
blca_tcga	TCGA-ZF-AA58-01	0
blca_tcga	TCGA-ZF-AA5N-01	0
blca_tcga	TCGA-BL-A0C8-01	2
blca_tcga	TCGA-BL-A13J-01	1
blca_tcga	TCGA-BT-A0S7-01	1
blca_tcga	TCGA-BT-A0YX-01	0
blca_tcga	TCGA-C4-A0EZ-01	1
blca_tcga	TCGA-C4-A0F0-01	0
blca_tcga	TCGA-C4-A0F1-01	NA
blca_tcga	TCGA-C4-A0F6-01	0
blca_tcga	TCGA-C4-A0F7-01	NA
blca_tcga	TCGA-CU-A0YN-01	0
blca_tcga	TCGA-CU-A0YO-01	0
blca_tcga	TCGA-CU-A0YR-01	2
blca_tcga	TCGA-DK-A1A6-06	NA
brca_tcga	TCGA-AR-A1AR-01	-1
brca_tcga	TCGA-BH-A1EO-01	0
brca_tcga	TCGA-BH-A1ES-01	-1
brca_tcga	TCGA-BH-A1ET-01	0
brca_tcga	TCGA-BH-A1EU-01	-1
brca_tcga	TCGA-BH-A1EV-01	2
brca_tcga	TCGA-BH-A1EW-01	1
brca_tcga	TCGA-BH-A1F0-01	1
brca_tcga	TCGA-C8-A1HF-01	2
brca_tcga	TCGA-C8-A1HG-01	1
brca_tcga	TCGA-C8-A1HI-01	-1
brca_tcga	TCGA-C8-A1HL-01	2
brca_tcga	TCGA-C8-A1HM-01	1
brca_tcga	TCGA-C8-A1HN-01	1
brca_tcga	TCGA-E2-A14N-01	0
brca_tcga	TCGA-E2-A15I-01	0
brca_tcga	TCGA-A2-A1FV-01	0
brca_tcga	TCGA-A2-A1FW-01	-1
brca_tcga	TCGA-A2-A1FX-01	1
brca_tcga	TCGA-A2-A1G0-01	1
brca_tcga	TCGA-A2-A1G1-01	1
brca_tcga	TCGA-A2-A1G4-01	0
brca_tcga	TCGA-A2-A1G6-01	0
brca_tcga	TCGA-A7-A13G-01	0
brca_tcga	TCGA-AO-A1KO-01	0
brca_tcga	TCGA-AO-A1KP-01	0
brca_tcga	TCGA-AO-A1KQ-01	1
brca_tcga	TCGA-AO-A1KS-01	1
brca_tcga	TCGA-AO-A1KT-01	0
brca_tcga	TCGA-AQ-A1H2-01	0
brca_tcga	TCGA-AQ-A1H3-01	1
brca_tcga	TCGA-B6-A1KC-01	1
brca_tcga	TCGA-B6-A1KF-01	2
brca_tcga	TCGA-B6-A1KN-01	2
brca_tcga	TCGA-BH-A1EN-01	2
brca_tcga	TCGA-BH-A1EX-01	1
brca_tcga	TCGA-BH-A1EY-01	-1
brca_tcga	TCGA-BH-A1F2-01	2
brca_tcga	TCGA-BH-A1F5-01	0
brca_tcga	TCGA-BH-A1F6-01	-1
brca_tcga	TCGA-BH-A1F8-01	0
brca_tcga	TCGA-BH-A1FB-01	0
brca_tcga	TCGA-BH-A1FC-01	1
brca_tcga	TCGA-BH-A1FD-01	-1
brca_tcga	TCGA-BH-A1FE-01	0
brca_tcga	TCGA-BH-A1FG-01	1
brca_tcga	TCGA-BH-A1FH-01	-1
brca_tcga	TCGA-BH-A1FJ-01	1
brca_tcga	TCGA-BH-A1FL-01	0
brca_tcga	TCGA-BH-A1FM-01	-1
brca_tcga	TCGA-BH-A1FN-01	1
brca_tcga	TCGA-BH-A1FR-01	0
brca_tcga	TCGA-C8-A1HE-01	0
brca_tcga	TCGA-C8-A1HJ-01	-1
brca_tcga	TCGA-C8-A1HK-01	2
brca_tcga	TCGA-C8-A1HO-01	-1
brca_tcga	TCGA-D8-A1J8-01	-1
brca_tcga	TCGA-D8-A1J9-01	2
brca_tcga	TCGA-D8-A1JA-01	2
brca_tcga	TCGA-D8-A1JB-01	1
brca_tcga	TCGA-D8-A1JC-01	1
brca_tcga	TCGA-D8-A1JD-01	0
brca_tcga	TCGA-D8-A1JE-01	0
brca_tcga	TCGA-D8-A1JF-01	1
brca_tcga	TCGA-D8-A1JG-01	1
brca_tcga	TCGA-D8-A1JH-01	0
brca_tcga	TCGA-D8-A1JI-01	0
brca_tcga	TCGA-D8-A1JK-01	-1
brca_tcga	TCGA-D8-A1JL-01	0
brca_tcga	TCGA-D8-A1JM-01	-1
brca_tcga	TCGA-D8-A1JN-01	-1
brca_tcga	TCGA-D8-A1JP-01	0
brca_tcga	TCGA-D8-A1JS-01	0
